"job_id","source","source_url","collection_date","source_job_id","date_posted","original_title","job_title","career_category","seniority_level","company","location","work_mode","employment_type","original_experience","experience_min","experience_max","original_salary","salary_min","salary_max","currency","is_synthetic","posting_year","posting_month","posting_quarter","posting_year_quarter","posting_year_month","is_entry_level","experience_band","salary_disclosed","salary_midpoint","salary_band_lkr","salary_band_usd","skill_count","skill_names_concat","has_prog_lang","has_cloud_devops","has_framework","has_database"
"SYN_00052","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2024-11-26","Senior Senior Software Engineer","Senior Senior Software Engineer","Software Engineering","Senior","Axiata Digital Labs","Battaramulla","On-site","Full-time","5 to 9 years commercial experience",5,9,"Best in Industry",NA,NA,NA,TRUE,2024,11,"Q4","2024-Q4","2024-11",FALSE,"5-7 Years (Senior)",FALSE,NA,"Undisclosed / Non-LKR","Undisclosed / Non-USD",6,"C#; .NET; PostgreSQL; Python; Spring Boot; Docker",TRUE,TRUE,TRUE,TRUE
"SYN_00053","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2016-09-25","Associate Backend Engineer","Associate Backend Engineer","Software Engineering","Junior","Sampath Bank IT","Battaramulla","Hybrid","Full-time","1-2 years relevant experience",1,2,"LKR 110,000 - 143,000",110000,143000,"LKR",TRUE,2016,9,"Q3","2016-Q3","2016-09",TRUE,"0-1 Years (Entry/Junior)",TRUE,126500,"< 150k LKR","Undisclosed / Non-USD",5,"Node.js; .NET; MySQL; TypeScript; Java",TRUE,FALSE,TRUE,TRUE
"SYN_00054","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2024-04-16","Software Developer","Software Developer","Software Engineering","Junior","Rootcode","Colombo","On-site","Full-time","0-1 years relevant experience",0,1,"LKR 1e+05 - 135,000",1e+05,135000,"LKR",TRUE,2024,4,"Q2","2024-Q2","2024-04",TRUE,"0-1 Years (Entry/Junior)",TRUE,117500,"< 150k LKR","Undisclosed / Non-USD",6,"Node.js; Java; Docker; MySQL; C#; Spring Boot",TRUE,TRUE,TRUE,TRUE
"SYN_00055","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2016-03-13","Associate Software Engineer","Associate Software Engineer","Software Engineering","Mid","LSEG Sri Lanka","Remote","Hybrid","Full-time","Minimum 2+ years experience",2,4,"Best in Industry",NA,NA,NA,TRUE,2016,3,"Q1","2016-Q1","2016-03",FALSE,"2-4 Years (Mid-Level)",FALSE,NA,"Undisclosed / Non-LKR","Undisclosed / Non-USD",4,".NET; REST API; Docker; Node.js",FALSE,TRUE,TRUE,FALSE
"SYN_00056","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2024-02-20","Tech Lead","Tech Lead","Software Engineering","Mid","Sampath Bank IT","Colombo","Hybrid","Full-time","Minimum 2+ years experience",2,4,"LKR 4e+05 - 580,000",4e+05,580000,"LKR",TRUE,2024,2,"Q1","2024-Q1","2024-02",FALSE,"2-4 Years (Mid-Level)",TRUE,490000,"300k - 500k LKR","Undisclosed / Non-USD",3,"Docker; Spring Boot; Java",TRUE,TRUE,TRUE,FALSE
"SYN_00057","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2017-05-30","Associate Software Engineer","Associate Software Engineer","Software Engineering","Mid","Virtusa Sri Lanka","Battaramulla","On-site","Full-time","Minimum 3+ years experience",3,6,"Best in Industry",NA,NA,NA,TRUE,2017,5,"Q2","2017-Q2","2017-05",FALSE,"2-4 Years (Mid-Level)",FALSE,NA,"Undisclosed / Non-LKR","Undisclosed / Non-USD",3,".NET; MySQL; Spring Boot",FALSE,FALSE,TRUE,TRUE
"SYN_00058","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2016-11-14","Associate Backend Engineer","Associate Backend Engineer","Software Engineering","Junior","Rootcode","Kandy","Remote","Full-time","0-1 years relevant experience",0,1,"Negotiable",NA,NA,NA,TRUE,2016,11,"Q4","2016-Q4","2016-11",TRUE,"0-1 Years (Entry/Junior)",FALSE,NA,"Undisclosed / Non-LKR","Undisclosed / Non-USD",3,"Java; REST API; MySQL",TRUE,FALSE,FALSE,TRUE
"SYN_00059","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2018-03-14","Tech Lead","Tech Lead","Software Engineering","Mid","gapstars","Nawala","Hybrid","Full-time","Minimum 2+ years experience",2,4,"Competitive Package",NA,NA,NA,TRUE,2018,3,"Q1","2018-Q1","2018-03",FALSE,"2-4 Years (Mid-Level)",FALSE,NA,"Undisclosed / Non-LKR","Undisclosed / Non-USD",5,"Node.js; React; Python; .NET; C#",TRUE,FALSE,TRUE,FALSE
"SYN_00060","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2020-05-21","Software Engineering Intern - Trainee / Intern","Software Engineering Intern - Trainee / Intern","Software Engineering","Intern","DirectFN","Colombo","On-site","Internship","0-1 year or Undergraduate",0,1,"LKR 60,000 - 78,000",60000,78000,"LKR",TRUE,2020,5,"Q2","2020-Q2","2020-05",TRUE,"0-1 Years (Entry/Junior)",TRUE,69000,"< 150k LKR","Undisclosed / Non-USD",5,"REST API; Python; React; C#; TypeScript",TRUE,FALSE,TRUE,FALSE
"SYN_00061","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2019-07-26","Cloud Infra Engineer","Cloud Infra Engineer","Cloud & DevOps","Mid","Sysco LABS Sri Lanka","Colombo","On-site","Full-time","Minimum 3+ years experience",3,6,"Market Competitive",NA,NA,NA,TRUE,2019,7,"Q3","2019-Q3","2019-07",FALSE,"2-4 Years (Mid-Level)",FALSE,NA,"Undisclosed / Non-LKR","Undisclosed / Non-USD",4,"AWS; Kubernetes; Terraform; Docker",FALSE,TRUE,FALSE,FALSE
"SYN_00062","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2024-12-12","Senior Business Analyst","Senior Business Analyst","Management & Business Analysis","Mid","Tiqri Sri Lanka","Colombo","Hybrid","Full-time","Minimum 3+ years experience",3,5,"Best in Industry",NA,NA,NA,TRUE,2024,12,"Q4","2024-Q4","2024-12",FALSE,"2-4 Years (Mid-Level)",FALSE,NA,"Undisclosed / Non-LKR","Undisclosed / Non-USD",5,"Agile; JIRA; Business Analysis; SQL; Project Management",FALSE,FALSE,FALSE,TRUE
"SYN_00063","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2016-09-05","Sr. Automation Test Engineer","Senior Automation Test Engineer","QA & Test Automation","Senior","gapstars","Colombo","Hybrid","Full-time","6 to 10 years commercial experience",6,10,"Best in Industry",NA,NA,NA,TRUE,2016,9,"Q3","2016-Q3","2016-09",FALSE,"5-7 Years (Senior)",FALSE,NA,"Undisclosed / Non-LKR","Undisclosed / Non-USD",6,"JIRA; Manual Testing; JMeter; Java; Postman; Cypress",TRUE,FALSE,FALSE,FALSE
"SYN_00064","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2025-02-18","Sr. Full-Stack Software Engineer","Senior Full-Stack Software Engineer","Software Engineering","Senior","Creative Software","Colombo","On-site","Full-time","6 to 8 years commercial experience",6,8,"Negotiable",NA,NA,NA,TRUE,2025,2,"Q1","2025-Q1","2025-02",FALSE,"5-7 Years (Senior)",FALSE,NA,"Undisclosed / Non-LKR","Undisclosed / Non-USD",6,"Java; Python; REST API; Spring Boot; .NET; React",TRUE,FALSE,TRUE,FALSE
"SYN_00065","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2021-03-28","Senior Data Engineer","Senior Data Engineer","Data & AI / ML","Senior","Dialog Axiata","Galle","Hybrid","Full-time","4 to 6 years commercial experience",4,6,"Competitive Package",NA,NA,NA,TRUE,2021,3,"Q1","2021-Q1","2021-03",FALSE,"2-4 Years (Mid-Level)",FALSE,NA,"Undisclosed / Non-LKR","Undisclosed / Non-USD",5,"PyTorch; TensorFlow; Power BI; Pandas; Python",TRUE,FALSE,TRUE,FALSE
"SYN_00066","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2023-08-28","Software Developer","Software Developer","Software Engineering","Mid","Brandix IT","Remote","On-site","Full-time","Minimum 2+ years experience",2,5,"USD 1182 - 1478 (Pegged)",1182,1478,"USD",TRUE,2023,8,"Q3","2023-Q3","2023-08",FALSE,"2-4 Years (Mid-Level)",TRUE,1330,"Undisclosed / Non-LKR","$1,000 - $1,800 USD",5,"Spring Boot; Docker; React; C#; PostgreSQL",TRUE,TRUE,TRUE,TRUE
"SYN_00067","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2020-06-19","Associate SE","Associate Software Engineer","Software Engineering","Junior","hSenid Mobile Solutions","Kandy","Hybrid","Full-time","1-2 years relevant experience",1,2,"LKR 150,000 - 210,000",150000,210000,"LKR",TRUE,2020,6,"Q2","2020-Q2","2020-06",TRUE,"0-1 Years (Entry/Junior)",TRUE,180000,"150k - 300k LKR","Undisclosed / Non-USD",5,"PostgreSQL; REST API; Python; .NET; React",TRUE,FALSE,TRUE,TRUE
"SYN_00068","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2021-09-13","Senior Machine Learning Engineer","Senior Machine Learning Engineer","Data & AI / ML","Senior","CodeGen International","Kandy","On-site","Full-time","6 to 9 years commercial experience",6,9,"Negotiable",NA,NA,NA,TRUE,2021,9,"Q3","2021-Q3","2021-09",FALSE,"5-7 Years (Senior)",FALSE,NA,"Undisclosed / Non-LKR","Undisclosed / Non-USD",3,"TensorFlow; Pandas; Python",TRUE,FALSE,TRUE,FALSE
"SYN_00069","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2018-12-24","Full-Stack Software Engineer","Full-Stack Software Engineer","Software Engineering","Junior","Rootcode","Colombo","Hybrid","Full-time","1-2 years relevant experience",1,2,"Best in Industry",NA,NA,NA,TRUE,2018,12,"Q4","2018-Q4","2018-12",TRUE,"0-1 Years (Entry/Junior)",FALSE,NA,"Undisclosed / Non-LKR","Undisclosed / Non-USD",4,"C#; .NET; Spring Boot; MySQL",TRUE,FALSE,TRUE,TRUE
"SYN_00070","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2024-02-05","Cloud & DevOps Intern","Cloud & DevOps Intern","Cloud & DevOps","Intern","CodeGen International","Kandy","Hybrid","Internship","0-1 year or Undergraduate",0,1,"Attractive Remuneration",NA,NA,NA,TRUE,2024,2,"Q1","2024-Q1","2024-02",TRUE,"0-1 Years (Entry/Junior)",FALSE,NA,"Undisclosed / Non-LKR","Undisclosed / Non-USD",5,"CI/CD; Linux; Kubernetes; Azure; AWS",FALSE,TRUE,FALSE,FALSE
"SYN_00071","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2022-12-24","Lead QA Lead","Lead QA Lead","QA & Test Automation","Lead","Zone24x7","Colombo","Hybrid","Full-time","9+ years leadership experience",9,NA,"Best in Industry",NA,NA,NA,TRUE,2022,12,"Q4","2022-Q4","2022-12",FALSE,"8+ Years (Lead/Principal)",FALSE,NA,"Undisclosed / Non-LKR","Undisclosed / Non-USD",5,"Manual Testing; JIRA; Selenium; Postman; Java",TRUE,FALSE,FALSE,FALSE
"SYN_00072","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2016-12-30","DevOps / SRE","DevOps / SRE","Cloud & DevOps","Mid","hSenid Mobile Solutions","Nawala","Hybrid","Full-time","Minimum 3+ years experience",3,6,"LKR 4e+05 - 520,000",4e+05,520000,"LKR",TRUE,2016,12,"Q4","2016-Q4","2016-12",FALSE,"2-4 Years (Mid-Level)",TRUE,460000,"300k - 500k LKR","Undisclosed / Non-USD",3,"Linux; CI/CD; Terraform",FALSE,TRUE,FALSE,FALSE
"SYN_00073","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2023-03-24","Quality Assurance Analyst","Quality Assurance Analyst","QA & Test Automation","Mid","Sampath Bank IT","Colombo","On-site","Full-time","Minimum 3+ years experience",3,6,"Negotiable",NA,NA,NA,TRUE,2023,3,"Q1","2023-Q1","2023-03",FALSE,"2-4 Years (Mid-Level)",FALSE,NA,"Undisclosed / Non-LKR","Undisclosed / Non-USD",4,"Playwright; JIRA; Java; Selenium",TRUE,FALSE,FALSE,FALSE
"SYN_00074","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2024-05-21","Network Engineer","Network Engineer","IT Systems & Infrastructure","Mid","Zone24x7","Kandy","Remote","Full-time","Minimum 3+ years experience",3,6,"Negotiable",NA,NA,NA,TRUE,2024,5,"Q2","2024-Q2","2024-05",FALSE,"2-4 Years (Mid-Level)",FALSE,NA,"Undisclosed / Non-LKR","Undisclosed / Non-USD",5,"Linux; TCP/IP; Active Directory; Desktop Troubleshooting; Cisco",FALSE,FALSE,FALSE,FALSE
"SYN_00075","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2022-09-08","Associate Site Reliability Engineer","Associate Site Reliability Engineer","Cloud & DevOps","Junior","Rootcode","Remote","On-site","Full-time","0-2 years relevant experience",0,2,"LKR 140,000 - 175,000",140000,175000,"LKR",TRUE,2022,9,"Q3","2022-Q3","2022-09",TRUE,"0-1 Years (Entry/Junior)",TRUE,157500,"150k - 300k LKR","Undisclosed / Non-USD",3,"AWS; Terraform; Docker",FALSE,TRUE,FALSE,FALSE
"SYN_00076","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2022-02-07","Senior Machine Learning Engineer","Senior Machine Learning Engineer","Data & AI / ML","Senior","WSO2","Colombo","Hybrid","Full-time","5 to 8 years commercial experience",5,8,"LKR 5e+05 - 725,000",5e+05,725000,"LKR",TRUE,2022,2,"Q1","2022-Q1","2022-02",FALSE,"5-7 Years (Senior)",TRUE,612500,"500k - 750k LKR","Undisclosed / Non-USD",6,"Power BI; SQL; PyTorch; Pandas; TensorFlow; PySpark",FALSE,FALSE,TRUE,TRUE
"SYN_00077","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2025-07-08","Senior Software Engineer","Senior Software Engineer","Software Engineering","Mid","Brandix IT","Colombo","On-site","Full-time","Minimum 3+ years experience",3,6,"Best in Industry",NA,NA,NA,TRUE,2025,7,"Q3","2025-Q3","2025-07",FALSE,"2-4 Years (Mid-Level)",FALSE,NA,"Undisclosed / Non-LKR","Undisclosed / Non-USD",5,"Python; Spring Boot; MySQL; Node.js; Docker",TRUE,TRUE,TRUE,TRUE
"SYN_00078","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2024-05-21","Management & Business Analysis Intern - Trainee / Intern","Management & Business Analysis Intern - Trainee / Intern","Management & Business Analysis","Intern","Zone24x7","Colombo","On-site","Internship","0-1 year or Undergraduate",0,1,"Negotiable",NA,NA,NA,TRUE,2024,5,"Q2","2024-Q2","2024-05",TRUE,"0-1 Years (Entry/Junior)",FALSE,NA,"Undisclosed / Non-LKR","Undisclosed / Non-USD",3,"JIRA; Business Analysis; SQL",FALSE,FALSE,FALSE,TRUE
"SYN_00079","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2024-02-26","SSE","Senior Software Engineer","Software Engineering","Junior","Brandix IT","Kandy","On-site","Full-time","0-2 years relevant experience",0,2,"Market Competitive",NA,NA,NA,TRUE,2024,2,"Q1","2024-Q1","2024-02",TRUE,"0-1 Years (Entry/Junior)",FALSE,NA,"Undisclosed / Non-LKR","Undisclosed / Non-USD",5,"REST; PostgreSQL; C#; Spring Boot; Docker",TRUE,TRUE,TRUE,TRUE
"SYN_00080","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2019-01-08","Associate Frontend Developer","Associate Frontend Developer","Software Engineering","Junior","Zone24x7","Colombo","On-site","Full-time","1-3 years relevant experience",1,3,"Market Competitive",NA,NA,NA,TRUE,2019,1,"Q1","2019-Q1","2019-01",TRUE,"0-1 Years (Entry/Junior)",FALSE,NA,"Undisclosed / Non-LKR","Undisclosed / Non-USD",6,"PostgreSQL; .NET; REST; Spring Boot; Docker; C#",TRUE,TRUE,TRUE,TRUE
"SYN_00081","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2018-03-27","Backend Engineer","Backend Engineer","Software Engineering","Mid","CodeGen International","Colombo","Hybrid","Full-time","Minimum 2+ years experience",2,4,"Best in Industry",NA,NA,NA,TRUE,2018,3,"Q1","2018-Q1","2018-03",FALSE,"2-4 Years (Mid-Level)",FALSE,NA,"Undisclosed / Non-LKR","Undisclosed / Non-USD",3,"Python; PostgreSQL; C#",TRUE,FALSE,FALSE,TRUE
"SYN_00082","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2019-04-10","Sr. Cyber Security Specialist","Senior Cyber Security Specialist","Cyber Security","Senior","Sysco LABS Sri Lanka","Battaramulla","On-site","Full-time","6 to 9 years commercial experience",6,9,"LKR 650,000 - 877,500",650000,877500,"LKR",TRUE,2019,4,"Q2","2019-Q2","2019-04",FALSE,"5-7 Years (Senior)",TRUE,763750,"750k+ LKR","Undisclosed / Non-USD",5,"ISO 27001; QRadar; Network Security; Vulnerability Assessment; Linux",FALSE,FALSE,FALSE,FALSE
"SYN_00083","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2019-08-07","Software Engineering Intern","Software Engineering Intern","Software Engineering","Intern","Creative Software","Remote","Remote","Internship","0-1 year or Undergraduate",0,1,"Market Competitive",NA,NA,NA,TRUE,2019,8,"Q3","2019-Q3","2019-08",TRUE,"0-1 Years (Entry/Junior)",FALSE,NA,"Undisclosed / Non-LKR","Undisclosed / Non-USD",6,"Docker; Spring Boot; Python; .NET; MySQL; React",TRUE,TRUE,TRUE,TRUE
"SYN_00084","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2017-08-20","QA Engineer","QA Engineer","QA & Test Automation","Junior","Sampath Bank IT","Battaramulla","On-site","Full-time","1-2 years relevant experience",1,2,"USD 764 - 917 (Pegged)",764,917,"USD",TRUE,2017,8,"Q3","2017-Q3","2017-08",TRUE,"0-1 Years (Entry/Junior)",TRUE,840.5,"Undisclosed / Non-LKR","< $1,000 USD",5,"Cypress; Postman; Manual Testing; Playwright; Selenium",FALSE,FALSE,FALSE,FALSE
"SYN_00085","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2017-05-17","ML / AI Engineer","ML / AI Engineer","Data & AI / ML","Mid","Pearson Lanka","Galle","Remote","Full-time","Minimum 3+ years experience",3,5,"Negotiable",NA,NA,NA,TRUE,2017,5,"Q2","2017-Q2","2017-05",FALSE,"2-4 Years (Mid-Level)",FALSE,NA,"Undisclosed / Non-LKR","Undisclosed / Non-USD",3,"Pandas; Power BI; SQL",FALSE,FALSE,TRUE,TRUE
"SYN_00086","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2017-04-02","NOC Engineer","NOC Engineer","IT Systems & Infrastructure","Mid","gapstars","Galle","Hybrid","Full-time","Minimum 3+ years experience",3,5,"Attractive Remuneration",NA,NA,NA,TRUE,2017,4,"Q2","2017-Q2","2017-04",FALSE,"2-4 Years (Mid-Level)",FALSE,NA,"Undisclosed / Non-LKR","Undisclosed / Non-USD",3,"CCNA; Linux; Windows Server",FALSE,FALSE,FALSE,FALSE
"SYN_00087","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2024-04-10","Software Engineering Intern - Trainee / Intern","Software Engineering Intern - Trainee / Intern","Software Engineering","Intern","Sysco LABS Sri Lanka","Colombo","Hybrid","Internship","0-1 year or Undergraduate",0,1,"Competitive Package",NA,NA,NA,TRUE,2024,4,"Q2","2024-Q2","2024-04",TRUE,"0-1 Years (Entry/Junior)",FALSE,NA,"Undisclosed / Non-LKR","Undisclosed / Non-USD",6,"Spring Boot; PostgreSQL; React; Node.js; .NET; REST API",FALSE,FALSE,TRUE,TRUE
"SYN_00088","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2017-09-01","UI/UX & Product Design Intern","UI/UX & Product Design Intern","UI/UX & Product Design","Intern","99x","Colombo","On-site","Internship","0-1 year or Undergraduate",0,1,"Attractive Remuneration",NA,NA,NA,TRUE,2017,9,"Q3","2017-Q3","2017-09",TRUE,"0-1 Years (Entry/Junior)",FALSE,NA,"Undisclosed / Non-LKR","Undisclosed / Non-USD",5,"Wireframing; Design Systems; Figma; Prototyping; UX Research",FALSE,FALSE,FALSE,FALSE
"SYN_00089","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2016-08-13","Data Analyst (Power BI)","Data Analyst (Power BI)","Data & AI / ML","Mid","Mitra Innovation","Colombo","Hybrid","Full-time","Minimum 3+ years experience",3,5,"Competitive Package",NA,NA,NA,TRUE,2016,8,"Q3","2016-Q3","2016-08",FALSE,"2-4 Years (Mid-Level)",FALSE,NA,"Undisclosed / Non-LKR","Undisclosed / Non-USD",5,"Python; Power BI; PyTorch; TensorFlow; SQL",TRUE,FALSE,TRUE,TRUE
"SYN_00090","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2017-12-07","Principal / Lead Cyber Security Specialist","Principal / Lead Cyber Security Specialist","Cyber Security","Lead","CodeGen International","Kandy","Hybrid","Full-time","9+ years leadership experience",9,NA,"Best in Industry",NA,NA,NA,TRUE,2017,12,"Q4","2017-Q4","2017-12",FALSE,"8+ Years (Lead/Principal)",FALSE,NA,"Undisclosed / Non-LKR","Undisclosed / Non-USD",5,"QRadar; ISO 27001; Vulnerability Assessment; Linux; Network Security",FALSE,FALSE,FALSE,FALSE
"SYN_00091","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2025-04-21","Associate Site Reliability Engineer","Associate Site Reliability Engineer","Cloud & DevOps","Junior","Sysco LABS Sri Lanka","Kandy","Hybrid","Full-time","1-3 years relevant experience",1,3,"Competitive Package",NA,NA,NA,TRUE,2025,4,"Q2","2025-Q2","2025-04",TRUE,"0-1 Years (Entry/Junior)",FALSE,NA,"Undisclosed / Non-LKR","Undisclosed / Non-USD",6,"Docker; Kubernetes; CI/CD; Linux; Terraform; AWS",FALSE,TRUE,FALSE,FALSE
"SYN_00092","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2024-04-04","Sr. SSE","Senior Senior Software Engineer","Software Engineering","Senior","99x","Colombo","Hybrid","Full-time","5 to 8 years commercial experience",5,8,"Competitive Package",NA,NA,NA,TRUE,2024,4,"Q2","2024-Q2","2024-04",FALSE,"5-7 Years (Senior)",FALSE,NA,"Undisclosed / Non-LKR","Undisclosed / Non-USD",6,"TypeScript; PostgreSQL; Python; Spring Boot; REST API; Docker",TRUE,TRUE,TRUE,TRUE
"SYN_00093","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2020-07-21","Principal / Lead QA Engineer","Principal / Lead QA Engineer","QA & Test Automation","Lead","Sysco LABS Sri Lanka","Colombo","On-site","Full-time","9+ years leadership experience",9,NA,"Best in Industry",NA,NA,NA,TRUE,2020,7,"Q3","2020-Q3","2020-07",FALSE,"8+ Years (Lead/Principal)",FALSE,NA,"Undisclosed / Non-LKR","Undisclosed / Non-USD",3,"Manual Testing; JMeter; Postman",FALSE,FALSE,FALSE,FALSE
"SYN_00094","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2019-01-13","Associate Information Security Analyst","Associate Information Security Analyst","Cyber Security","Junior","LSEG Sri Lanka","Colombo","On-site","Full-time","0-2 years relevant experience",0,2,"Market Competitive",NA,NA,NA,TRUE,2019,1,"Q1","2019-Q1","2019-01",TRUE,"0-1 Years (Entry/Junior)",FALSE,NA,"Undisclosed / Non-LKR","Undisclosed / Non-USD",4,"VAPT; Splunk; Linux; Firewall Configuration",FALSE,FALSE,FALSE,FALSE
"SYN_00095","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2018-02-23","Sr. IT Support Officer","Senior IT Support Officer","IT Systems & Infrastructure","Senior","Rootcode","Battaramulla","Hybrid","Full-time","4 to 7 years commercial experience",4,7,"Best in Industry",NA,NA,NA,TRUE,2018,2,"Q1","2018-Q1","2018-02",FALSE,"2-4 Years (Mid-Level)",FALSE,NA,"Undisclosed / Non-LKR","Undisclosed / Non-USD",4,"Linux; CCNA; Windows Server; Hardware Support",FALSE,FALSE,FALSE,FALSE
"SYN_00096","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2017-07-20","Cyber Security Intern - Trainee / Intern","Cyber Security Intern - Trainee / Intern","Cyber Security","Intern","Tiqri Sri Lanka","Galle","Hybrid","Internship","0-1 year or Undergraduate",0,1,"Competitive Package",NA,NA,NA,TRUE,2017,7,"Q3","2017-Q3","2017-07",TRUE,"0-1 Years (Entry/Junior)",FALSE,NA,"Undisclosed / Non-LKR","Undisclosed / Non-USD",3,"ISO 27001; Vulnerability Assessment; Linux",FALSE,FALSE,FALSE,FALSE
"SYN_00097","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2022-12-30","Full Stack Developer","Full Stack Developer","Software Engineering","Mid","Rootcode","Nawala","On-site","Full-time","Minimum 2+ years experience",2,5,"LKR 240,000 - 336,000",240000,336000,"LKR",TRUE,2022,12,"Q4","2022-Q4","2022-12",FALSE,"2-4 Years (Mid-Level)",TRUE,288000,"150k - 300k LKR","Undisclosed / Non-USD",5,"Python; REST API; C#; TypeScript; PostgreSQL",TRUE,FALSE,FALSE,TRUE
"SYN_00098","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2019-07-13","Technical Project Manager","Technical Project Manager","Management & Business Analysis","Mid","Virtusa Sri Lanka","Galle","Hybrid","Full-time","Minimum 2+ years experience",2,5,"Best in Industry",NA,NA,NA,TRUE,2019,7,"Q3","2019-Q3","2019-07",FALSE,"2-4 Years (Mid-Level)",FALSE,NA,"Undisclosed / Non-LKR","Undisclosed / Non-USD",5,"Agile; JIRA; Project Management; SQL; Business Analysis",FALSE,FALSE,FALSE,TRUE
"SYN_00099","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2020-11-01","Lead Systems Administrator","Lead Systems Administrator","IT Systems & Infrastructure","Lead","Brandix IT","Colombo","Remote","Full-time","7+ years leadership experience",7,NA,"Attractive Remuneration",NA,NA,NA,TRUE,2020,11,"Q4","2020-Q4","2020-11",FALSE,"5-7 Years (Senior)",FALSE,NA,"Undisclosed / Non-LKR","Undisclosed / Non-USD",5,"Linux; Desktop Troubleshooting; Active Directory; Cisco; Networking",FALSE,FALSE,FALSE,FALSE
"SYN_00100","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2018-10-08","Associate Software Engineer","Associate Software Engineer","Software Engineering","Mid","DirectFN","Kandy","Hybrid","Full-time","Minimum 3+ years experience",3,5,"Negotiable",NA,NA,NA,TRUE,2018,10,"Q4","2018-Q4","2018-10",FALSE,"2-4 Years (Mid-Level)",FALSE,NA,"Undisclosed / Non-LKR","Undisclosed / Non-USD",5,"Node.js; C#; PostgreSQL; Spring Boot; Python",TRUE,FALSE,TRUE,TRUE
"SYN_00101","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2016-02-05","Associate Software Engineer","Associate Software Engineer","Software Engineering","Junior","Pearson Lanka","Galle","On-site","Full-time","1-3 years relevant experience",1,3,"Market Competitive",NA,NA,NA,TRUE,2016,2,"Q1","2016-Q1","2016-02",TRUE,"0-1 Years (Entry/Junior)",FALSE,NA,"Undisclosed / Non-LKR","Undisclosed / Non-USD",6,"React; PostgreSQL; REST API; MySQL; Docker; C#",TRUE,TRUE,TRUE,TRUE
"SYN_00102","Synthetic_Generator_v1",NA,"2026-08-26",NA,"2021-03-27","QA & Test Automation Intern - Trainee / Intern","QA & Test Automation Intern - Trainee / Intern","QA & Test Automation","Intern","CodeGen International","Nawala","On-site","Internship","0-1 year or Undergraduate",0,1,"USD 200 - 250 (Pegged)",200,250,"USD",TRUE,2021,3,"Q1","2021-Q1","2021-03",TRUE,"0-1 Years (Entry/Junior)",TRUE,225,"Undisclosed / Non-LKR","< $1,000 USD",4,"Selenium; Playwright; Postman; Cypress",FALSE,FALSE,FALSE,FALSE
